nama_variabel,status,tahun,nama_turunan_tahun,jumlah,daerah
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2013,Tahun,4,INDONESIA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,40565,ACEH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,92935,SUMATERA UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,59515,SUMATERA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,44547,RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,28265,JAMBI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,71799,SUMATERA SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,28265,BENGKULU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,71799,LAMPUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,10100,KEP. BANGKA BELITUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,14140,KEP. RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,57652,DKI JAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,460694,JAWA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,326932,JAWA TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,24161,DI YOGYAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,348653,JAWA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,98312,BANTEN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,3504,BALI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,56196,NUSA TENGGARA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,3775,NUSA TENGGARA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,24474,KALIMANTAN BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,17888,KALIMANTAN TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,30003,KALIMANTAN SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,29729,KALIMANTAN TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,0,KALIMANTAN UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,7412,SULAWESI UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,21089,SULAWESI TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,73890,SULAWESI SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,20616,SULAWESI TENGGARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,9799,GORONTALO
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,9768,SULAWESI BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,7870,MALUKU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,8974,MALUKU UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,2903,PAPUA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,4552,PAPUA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2014,Tahun,2110776,INDONESIA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,4124,ACEH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,8757,SUMATERA UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,6043,SUMATERA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,8872,RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,3244,JAMBI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,6149,SUMATERA SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,2326,BENGKULU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,6168,LAMPUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,1996,KEP. BANGKA BELITUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,-,KEP. RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,10431,DKI JAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,65848,JAWA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,72560,JAWA TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,5598,DI YOGYAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,89406,JAWA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,7831,BANTEN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,-,BALI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,5708,NUSA TENGGARA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,290,NUSA TENGGARA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,3778,KALIMANTAN BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,2186,KALIMANTAN TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,6781,KALIMANTAN SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,6777,KALIMANTAN TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,-,KALIMANTAN UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,1171,SULAWESI UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,2403,SULAWESI TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,11390,SULAWESI SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,1890,SULAWESI TENGGARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,-,GORONTALO
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,-,SULAWESI BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,428,MALUKU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,656,MALUKU UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,-,PAPUA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,1426,PAPUA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2014,Tahun,344237,INDONESIA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,ACEH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,SUMATERA UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,SUMATERA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,4,RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,JAMBI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,SUMATERA SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,BENGKULU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,LAMPUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,KEP. BANGKA BELITUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,KEP. RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,DKI JAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,53,JAWA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,1,JAWA TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,DI YOGYAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,JAWA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,BANTEN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,BALI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,5,NUSA TENGGARA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,NUSA TENGGARA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,KALIMANTAN BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,KALIMANTAN TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,KALIMANTAN SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,KALIMANTAN TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,KALIMANTAN UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,SULAWESI UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,SULAWESI TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,SULAWESI SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,SULAWESI TENGGARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,GORONTALO
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,SULAWESI BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,MALUKU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,MALUKU UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,PAPUA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,-,PAPUA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2014,Tahun,63,INDONESIA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,42969,ACEH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,86896,SUMATERA UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,42736,SUMATERA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,42371,RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,24752,JAMBI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,62599,SUMATERA SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,14725,BENGKULU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,67453,LAMPUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,7952,KEP. BANGKA BELITUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,13190,KEP. RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,55969,DKI JAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,441813,JAWA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,327521,JAWA TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,23734,DI YOGYAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,313150,JAWA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,91018,BANTEN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,3169,BALI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,48907,NUSA TENGGARA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,3506,NUSA TENGGARA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,23407,KALIMANTAN BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,16790,KALIMANTAN TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,27490,KALIMANTAN SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,26073,KALIMANTAN TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,0,KALIMANTAN UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,6805,SULAWESI UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,19936,SULAWESI TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,66606,SULAWESI SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,17440,SULAWESI TENGGARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,9301,GORONTALO
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,8563,SULAWESI BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,6234,MALUKU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,7825,MALUKU UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,3202,PAPUA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,4292,PAPUA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Nikah,2015,Tahun,1958394,INDONESIA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,4624,ACEH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,9603,SUMATERA UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,6216,SUMATERA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,8881,RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,3548,JAMBI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,6337,SUMATERA SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,2441,BENGKULU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,6667,LAMPUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,2023,KEP. BANGKA BELITUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,-,KEP. RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,10303,DKI JAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,70267,JAWA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,66548,JAWA TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,5220,DI YOGYAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,87149,JAWA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,8933,BANTEN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,-,BALI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,6212,NUSA TENGGARA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,376,NUSA TENGGARA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,3954,KALIMANTAN BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,2401,KALIMANTAN TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,6760,KALIMANTAN SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,6599,KALIMANTAN TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,-,KALIMANTAN UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,1314,SULAWESI UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,2561,SULAWESI TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,12211,SULAWESI SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,2057,SULAWESI TENGGARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,1317,GORONTALO
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,-,SULAWESI BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,503,MALUKU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,732,MALUKU UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,-,PAPUA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,1499,PAPUA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Talak dan Cerai,2015,Tahun,347256,INDONESIA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,ACEH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,SUMATERA UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,SUMATERA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,JAMBI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,SUMATERA SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,BENGKULU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,LAMPUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,KEP. BANGKA BELITUNG
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,6,KEP. RIAU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,DKI JAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,JAWA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,JAWA TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,DI YOGYAKARTA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,JAWA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,BANTEN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,BALI
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,NUSA TENGGARA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,NUSA TENGGARA TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,KALIMANTAN BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,KALIMANTAN TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,KALIMANTAN SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,KALIMANTAN TIMUR
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,KALIMANTAN UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,SULAWESI UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,SULAWESI TENGAH
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,SULAWESI SELATAN
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,SULAWESI TENGGARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,GORONTALO
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,SULAWESI BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,MALUKU
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,MALUKU UTARA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,PAPUA BARAT
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,-,PAPUA
"Jumlah Nikah, Talak dan Cerai, serta Rujuk",Rujuk,2015,Tahun,6,INDONESIA
